[ SWEEP SETTINGS ]
Bias & Step SMU NPLC,0.1
Bias & Step SMU Auto Zero,ONCE
Bias & Step SMU Source Delay,0 s
Bias & Step SMU Measure Count,1
Bias & Step SMU Measure Delay,0 s
Bias & Step SMU Measure Delay Factor,1.0
Bias & Step SMU Filter Type,OFF
Bias & Step SMU Filter Count,Not Applicable
Bias & Step SMU Analog Filter,Not Applicable
Sweep SMU Timing,Same as Bias & Step SMU
Sweep SMU Sampling Interval,Not Applicable
Sweep SMU Sampling Count,Not Applicable
Sweep SMU Sampling Delay,Not Applicable
Sweep SMU Sampling Analog Filter,Not Applicable

Instrument Name,Sweep_SMU
Instrument ID,localnode.smua
Assignment Type,Sweep
Source Function,current
Source Mode,Normal
Measure Function,current&voltage
Sense Mode,Two-Wire
Asymptote,Not Applicable
Source Limit,20.0 V
Source Range,1 A
Bias Source Value,Not Applicable
Step/Sweep Start Level,0.0 A
Step/Sweep Stop Level,0.0 A
Step/Sweep Style,LIN
# of steps / sweep points,1000
Measure Range,2 V
Step-to-Sweep delay,Not Applicable
Custom Sweep?,No
Sweep time/point,14 ms
Pulse Sweep?,No
Pulse Bias Level,Not Applicable
Pulse Width,Not Applicable

[ DATA ]
Name,Sweep_SMU,,,Sweep_SMU,,
Buffer,localnode.smua.nvbuffer1,,,localnode.smua.nvbuffer2,,
NumReadings,1000,,,1000,,
BaseTimestamp,4/19/19 6:29 AM 0.032528 (GMT),,,4/19/19 6:29 AM 0.032528 (GMT),,
,,,,,,
,Timestamp,Source Value,Reading,Timestamp,Source Value,Reading
,(seconds),(Amps),(Amps),(seconds),(Amps),(Volts)
1,0.0,0.0,2.992153E-5,0.0,0.0,0.6840756
2,0.013996,0.0,3.325939E-5,0.013996,0.0,0.6840382
3,0.027997,0.0,6.03199E-5,0.027997,0.0,0.6850805
4,0.041996,0.0,4.339218E-5,0.041996,0.0,0.6854558
5,0.055996,0.0,4.62532E-5,0.055996,0.0,0.6840324
6,0.069996,0.0,4.1008E-5,0.069996,0.0,0.6843493
7,0.083997,0.0,5.25713E-5,0.083997,0.0,0.684927
8,0.097996,0.0,3.564358E-5,0.097996,0.0,0.683284
9,0.111996,0.0,5.65052E-5,0.111996,0.0,0.6841023
10,0.125996,0.0,5.698204E-5,0.125996,0.0,0.6846337
11,0.139997,0.0,3.230572E-5,0.139997,0.0,0.6835377
12,0.153996,0.0,4.87566E-5,0.153996,0.0,0.6850805
13,0.167997,0.0,5.555153E-5,0.167997,0.0,0.6843355
